confidence,fdc_id,food_name_en,matched,no_match,reason,us_only,usda_category
high,171219,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",False,True,"US item is braised chuck under blade steak (1090 kcal, high energy from cooking method) with lean/fat trim specification; Japanese candidates lack braised beef chuck cuts and energy levels are significantly lower (280-575 kcal), suggesting different cuts, cooking methods, or cattle breeds with no nutritionally comparable match",,Beef Products
high,171240,"Cheese, gjetost",False,True,"Gjetost is a unique Norwegian whey cheese with exceptionally high carbohydrates (42.6g) and moderate protein (9.65g), which does not match any Japanese cheese entry; closest candidates (goat cheese, cream cheese) have vastly different macronutrient profiles with much higher protein and lower carbs",,Dairy and Egg Products
high,171243,"Cheese, limburger",False,True,"Limburger is a soft-ripened washed-rind cheese with distinctly high moisture content and strong aromatic properties; all Japanese candidates are either harder cheeses (Cheddar, Gouda, Emmental, Parmesan) with 2-3x higher energy density, or soft cheeses with different fat/protein profiles (Camembert, Mascarpone, Cream cheese); no nutritionally or conceptually equivalent match exists",,Dairy and Egg Products
high,171256,"Cream, sour, reduced fat, cultured",False,True,"Sour cream is a cultured cream product with specific tangy flavor profile and texture; Japanese table lacks a direct cultured cream equivalent. Candidates 8 and 20 (coffee whitener) are too high in fat and different purpose; candidates 16-18 (ice cream) have added sugars and different composition; yogurts (9, 17, 22-23) are fermented differently and lower fat. No suitable match exists.",,Dairy and Egg Products
high,171257,"Cream, sour, cultured",False,True,"Sour cream (cultured, fermented dairy product with live bacteria) has no direct equivalent in the Japanese food composition table; closest candidates are either non-fermented creams (coffee whitener), cheese, or yogurt, none of which match the specific composition and culturing process of sour cream",,Dairy and Egg Products
high,171259,"Sour dressing, non-butterfat, cultured, filled cream-type",False,True,"Sour dressing is a cultured dairy product with high caloric density (743kcal) and specific nutrient profile that doesn't match any Japanese table entries; closest candidates (coffee whiteners, creams) are either too low in calories or have drastically different macronutrient ratios and lack the fermented/cultured dairy character of sour cream-based dressings",,Dairy and Egg Products
high,171277,"Milk, chocolate beverage, hot cocoa, homemade",False,True,"Homemade hot cocoa/chocolate beverage with cocoa powder is not represented in Japanese food composition table; closest candidates are milk-based drinks (entries 14-25) or ice cream products (entries 2-8), but none match the cocoa-sweetened milk beverage profile with 324kcal energy, high carbohydrates from added cocoa and sugar, and chocolate beverage composition",,Dairy and Egg Products
high,171282,"Whey, sweet, fluid",False,True,"Sweet whey is a specific dairy byproduct (high lactose, low protein/fat) with no direct Japanese composition table entry; closest candidates (milk, yogurt) have 3-4x higher protein and don't match the whey profile",,Dairy and Egg Products
high,171287,"Egg, whole, raw, fresh",False,True,"US egg (raw whole egg) is a distinct food item not represented in provided Japanese table which contains only dairy/milk products, cheeses, creams, and ice cream - no egg category entries available",,Dairy and Egg Products
high,171300,"Yogurt, Greek, strawberry, lowfat",False,True,"Greek yogurt is a strained fermented milk product with higher protein (8.17g) and lower carbs (12.3g) than any Japanese yogurt entry; the closest Japanese yogurt entries (脱脂加糖, ドリンクタイプ) have 4.3g and 2.9g protein respectively with similar carbs, but lack the Greek yogurt's distinctive high-protein, low-carb profile and thicker texture characteristic",,Dairy and Egg Products
high,171303,"Milk, chocolate, fat free, with added vitamin A and vitamin D",False,True,"Fat-free chocolate milk with added vitamins A and D is a processed beverage with specific fortification not found in Japanese composition table; closest candidates are either ice cream products (wrong category), yogurt drinks (wrong flavor/composition), or plain milk entries (not chocolate/fortified)",,Dairy and Egg Products
high,171305,"Ice cream bar, covered with chocolate and nuts",False,True,Ice cream bar covered with chocolate and nuts (1270 kcal/100g) is far too energy-dense compared to available Japanese ice cream entries (178-217 kcal/100g); the chocolate-nut coating makes this a composite product not represented in the Japanese table's ice cream category,,Dairy and Egg Products
high,171307,"Light ice cream, Creamsicle",False,True,Light ice cream with Creamsicle flavor (orange-vanilla) has unusually high energy (690 kcal/100g) inconsistent with 'light' ice cream category; no Japanese ice cream entry matches this energy level or flavor profile combination,,Dairy and Egg Products
high,171314,"Butter, Clarified butter (ghee)",False,True,"Clarified butter (ghee) is a pure fat product (100g fat, 900kcal) with no protein or carbs; all candidates are either cheese, cream, or milk-based products with significant protein/carbs, making none nutritionally equivalent to clarified butter which does not exist in the Japanese food composition table",,Dairy and Egg Products
high,171316,"Spices, anise seed",False,True,"Anise seed is a specific spice with high energy (1410 kcal), high fiber (14.6g), and moderate protein (17.6g); no Japanese table entry matches this nutrient profile - closest candidates (clove, black pepper, sage) are all significantly lower in energy and have different macronutrient compositions",,Spices and Herbs
high,171318,"Spices, chervil, dried",False,True,"Chervil is a delicate French herb with distinctive nutritional profile (high energy 990kcal, high protein 23.2g, very high potassium 4740mg, high vitamin C 50mg) that significantly exceeds all Japanese spice candidates; no Japanese herb table entry matches chervil's composition profile",,Spices and Herbs
high,171322,"Spices, dill weed, dried",False,True,Dill weed is a fresh herb dried into a seasoning with high protein (20g) and fiber (13.6g) content; no Japanese spice candidate matches both the nutritional profile (all candidates are much lower in protein) and the herb category - dill has no traditional Japanese equivalent,,Spices and Herbs
high,171323,"Spices, fennel seed",False,True,"Fennel seed is a whole seed spice with unique nutritional profile (high fiber 39.8g, carbs 52.3g, energy 1440 kcal/100g) that significantly differs from all Japanese ground spice powders listed, which are all processed powders with 300-500 kcal/100g and lower carbohydrate content; no Japanese fennel seed entry exists in the table",,Spices and Herbs
high,171324,"Spices, fenugreek seed",False,True,"Fenugreek seed is a whole legume spice with high protein (23g), fiber (24.6g), and minerals not present in Japanese food table; closest candidates (black pepper, curry powder) are processed spice powders with vastly different nutrient profiles and composition",,Spices and Herbs
high,171328,"Spices, oregano, dried",False,True,"Dried oregano has exceptionally high energy (1110 kcal/100g) and fiber (42.5g) compared to all Japanese spice powder candidates (363-520 kcal range, mostly no fiber data), indicating no nutritionally equivalent match in the Japanese food composition table",,Spices and Herbs
high,171329,"Spices, paprika",False,True,"Paprika is a dried red pepper spice with distinctive high vitamin A (2460μg) and moderate carbs (54g), but no Japanese candidate matches these characteristics; all listed spices have significantly lower energy (338-435 kcal vs 1180 kcal) and different nutrient profiles.",,Spices and Herbs
high,171331,"Spices, poultry seasoning",False,True,"Poultry seasoning is a US-specific spice blend (sage, thyme, marjoram, etc.) with 1280 kcal energy and high carbs (65.6g); no single Japanese spice entry matches this high-energy blend profile, and the combination of ingredients is uniquely American with no Japanese equivalent",,Spices and Herbs
high,171332,"Spices, pumpkin pie spice",False,True,"Pumpkin pie spice is a US-specific spice blend (cinnamon, nutmeg, ginger, cloves, allspice) with no direct Japanese equivalent; individual components exist but the blend itself is uniquely American and no single Japanese spice entry matches both the composition and concept",,Spices and Herbs
,171334,"Babyfood, vegetables, corn, creamed, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171335,"Babyfood, fruit, bananas with tapioca, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171336,"Babyfood, fruit, peaches, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171337,"Babyfood, fruit, peaches, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171338,"Babyfood, fruit, pears, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171339,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171340,"Babyfood, prunes, without vitamin c, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171341,"Babyfood, fruit dessert, mango with tapioca",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171342,"Babyfood, pears, dices, toddler",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171343,"Babyfood, fruit, applesauce and pineapple, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171344,"Babyfood, fruit, applesauce and pineapple, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171345,"Babyfood, fruit, apple and raspberry, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
